id,name,location,station_type,power_kw,price_per_kwh,service_fee,status,install_date,operator_name,contact_phone,total_sessions,total_energy_kwh,total_income,latitude,longitude,remark
388,交流慢充-0388号桩,西安邮电大学东区,交流慢充,11.0,1.30,0.67,1,2023-05-22,校园能源管理中心,029-0869-5347,37,187.22,368.82,34.234501,108.930305,东区B区停车场
389,交流慢充-0389号桩,西安邮电大学西区,交流慢充,15.0,1.36,0.67,1,2022-07-13,云快充,029-2993-7373,196,970.20,1969.51,34.243301,108.933601,西区1号停车场
390,双枪充电-0390号桩,西安邮电大学雁塔校区,双枪充电,212.0,1.36,0.36,0,2024-01-16,星星充电,029-6850-2849,469,67611.04,116290.99,34.227901,108.957603,雁塔校区地下停车场
391,双枪充电-0391号桩,西安邮电大学东区,双枪充电,230.0,1.44,0.30,0,2022-11-14,特来电,029-4872-9619,70,5313.00,9244.62,34.235104,108.930901,东区行政楼停车场
392,双枪充电-0392号桩,西安邮电大学西区,双枪充电,132.0,1.40,0.66,0,2022-12-06,云快充,029-9477-7943,74,3223.44,6640.29,34.236500,108.930000,西区宿舍停车场
393,直流快充-0393号桩,西安邮电大学雁塔校区,直流快充,107.0,1.06,0.50,0,2025-07-18,云快充,029-3321-9284,135,6644.70,10365.73,34.224003,108.962906,雁塔校区学生服务中心
394,直流快充-0394号桩,西安邮电大学东区,直流快充,161.0,1.34,0.39,0,2024-02-14,校园能源管理中心,029-0006-0175,130,12976.60,22449.52,34.237202,108.935303,东区图书馆停车场
395,双枪充电-0395号桩,西安邮电大学西区,双枪充电,207.0,1.42,0.65,0,2023-10-04,星星充电,029-9868-1003,567,63379.26,131195.08,34.235001,108.926300,西区实验楼停车场
396,直流快充-0396号桩,西安邮电大学雁塔校区,直流快充,63.0,1.58,0.33,2,2021-07-25,云快充,029-1309-3726,541,11929.05,22784.49,34.226200,108.961800,雁塔校区北门停车场
397,交流慢充-0397号桩,西安邮电大学东区,交流慢充,7.0,1.48,0.65,1,2022-03-10,校园能源管理中心,029-7658-4046,168,423.36,901.76,34.238701,108.933899,东区A区停车场
398,直流快充-0398号桩,西安邮电大学西区,直流快充,170.0,1.08,0.41,2,2023-11-07,星星充电,029-1267-2959,436,42989.60,64054.51,34.242901,108.930504,西区2号停车场
399,直流快充-0399号桩,西安邮电大学雁塔校区,直流快充,103.0,1.00,0.51,1,2021-12-06,国家电网,029-7610-7861,55,3455.65,5218.03,34.229202,108.961403,雁塔校区南门停车场
400,交流慢充-0400号桩,西安邮电大学东区,交流慢充,18.0,1.52,0.63,0,2023-07-20,国家电网,029-6607-4103,567,5205.06,11190.88,34.241600,108.932098,东区B区停车场
401,交流慢充-0401号桩,西安邮电大学西区,交流慢充,14.0,1.18,0.54,0,2022-08-05,特来电,029-3956-8233,15,67.20,115.58,34.243000,108.928406,西区2号停车场
402,双枪充电-0402号桩,西安邮电大学雁塔校区,双枪充电,211.0,1.07,0.50,0,2025-05-15,云快充,029-6298-6337,541,51367.95,80647.68,34.220600,108.957405,雁塔校区北门停车场
403,双枪充电-0403号桩,西安邮电大学东区,双枪充电,122.0,1.31,0.36,0,2023-03-27,国家电网,029-1473-3890,582,42602.40,71146.01,34.241600,108.929901,东区行政楼停车场
404,双枪充电-0404号桩,西安邮电大学西区,双枪充电,179.0,1.39,0.36,0,2025-06-17,星星充电,029-0922-2403,158,14423.82,25241.68,34.240101,108.930000,西区实验楼停车场
405,双枪充电-0405号桩,西安邮电大学雁塔校区,双枪充电,237.0,0.97,0.59,1,2021-09-07,云快充,029-1015-8199,452,52490.76,81885.59,34.224201,108.954605,雁塔校区北门停车场
406,直流快充-0406号桩,西安邮电大学东区,直流快充,168.0,0.97,0.59,0,2025-07-26,特来电,029-1609-6293,12,1391.04,2170.02,34.242802,108.936806,东区体育场停车场
407,直流快充-0407号桩,西安邮电大学西区,直流快充,120.0,1.53,0.53,1,2023-02-19,国家电网,029-8449-1937,410,26076.00,53716.55,34.241600,108.924301,西区行政楼停车场
408,交流慢充-0408号桩,西安邮电大学雁塔校区,交流慢充,14.0,0.86,0.64,0,2023-10-22,校园能源管理中心,029-4495-2800,380,3564.40,5346.60,34.224602,108.960800,雁塔校区南门停车场
409,双枪充电-0409号桩,西安邮电大学东区,双枪充电,221.0,1.00,0.64,0,2021-02-17,校园能源管理中心,029-1252-4983,0,0.00,0.00,34.237003,108.927002,东区B区停车场
410,直流快充-0410号桩,西安邮电大学西区,直流快充,146.0,1.12,0.43,2,2025-01-05,校园能源管理中心,029-7330-5196,169,9622.86,14915.43,34.241001,108.931702,西区宿舍停车场
411,双枪充电-0411号桩,西安邮电大学雁塔校区,双枪充电,172.0,1.05,0.60,1,2024-05-26,校园能源管理中心,029-9146-5698,389,44159.28,72862.80,34.220703,108.957199,雁塔校区北门停车场
412,交流慢充-0412号桩,西安邮电大学东区,交流慢充,16.0,1.05,0.60,1,2024-03-06,云快充,029-5644-3088,41,249.28,411.31,34.242104,108.932503,东区B区停车场
413,交流慢充-0413号桩,西安邮电大学西区,交流慢充,20.0,0.95,0.51,2,2021-11-26,校园能源管理中心,029-3466-3242,34,340.00,496.40,34.235001,108.932503,西区实验楼停车场
414,交流慢充-0414号桩,西安邮电大学雁塔校区,交流慢充,18.0,1.36,0.35,1,2023-07-07,星星充电,029-8276-9029,348,2004.48,3427.66,34.225601,108.955200,雁塔校区北门停车场
415,直流快充-0415号桩,西安邮电大学东区,直流快充,156.0,0.80,0.52,0,2021-12-05,特来电,029-3324-8022,350,28392.00,37477.43,34.241203,108.930305,东区行政楼停车场
416,双枪充电-0416号桩,西安邮电大学西区,双枪充电,231.0,1.16,0.63,0,2025-11-22,校园能源管理中心,029-1843-0210,435,63305.55,113316.93,34.241100,108.925705,西区行政楼停车场
417,交流慢充-0417号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.47,0.54,0,2021-01-07,云快充,029-8377-1246,410,3275.90,6584.56,34.227402,108.960899,雁塔校区地下停车场
418,双枪充电-0418号桩,西安邮电大学东区,双枪充电,137.0,1.19,0.49,0,2025-02-24,国家电网,029-4576-2928,302,23169.44,38924.66,34.237503,108.929199,东区B区停车场
419,交流慢充-0419号桩,西安邮电大学西区,交流慢充,14.0,1.43,0.34,0,2023-12-15,特来电,029-1592-2604,541,2650.90,4692.09,34.234001,108.931305,西区实验楼停车场
420,直流快充-0420号桩,西安邮电大学雁塔校区,直流快充,155.0,1.52,0.57,0,2025-12-21,校园能源管理中心,029-4179-9190,372,25370.40,53024.13,34.223301,108.954201,雁塔校区实验楼停车场
421,直流快充-0421号桩,西安邮电大学东区,直流快充,76.0,1.26,0.32,2,2021-06-18,国家电网,029-2017-0885,432,11491.20,18156.10,34.233902,108.931404,东区B区停车场
422,双枪充电-0422号桩,西安邮电大学西区,双枪充电,224.0,1.11,0.39,0,2022-09-16,特来电,029-2740-2877,430,37564.80,56347.20,34.236500,108.925507,西区行政楼停车场
423,直流快充-0423号桩,西安邮电大学雁塔校区,直流快充,113.0,1.19,0.39,1,2024-08-20,国家电网,029-0941-2292,195,8373.30,13229.81,34.226101,108.954399,雁塔校区北门停车场
424,双枪充电-0424号桩,西安邮电大学东区,双枪充电,171.0,1.32,0.43,0,2022-05-19,星星充电,029-0124-9741,315,16698.15,29221.76,34.233704,108.927704,东区体育场停车场
425,双枪充电-0425号桩,西安邮电大学西区,双枪充电,153.0,1.30,0.65,0,2021-12-13,云快充,029-6803-0430,461,22570.56,44012.59,34.242702,108.929504,西区宿舍停车场
426,双枪充电-0426号桩,西安邮电大学雁塔校区,双枪充电,128.0,1.59,0.60,0,2025-04-24,校园能源管理中心,029-1202-8477,388,19368.96,42418.03,34.221500,108.958305,雁塔校区北门停车场
427,双枪充电-0427号桩,西安邮电大学东区,双枪充电,138.0,1.03,0.68,0,2025-12-09,特来电,029-7515-3550,390,35521.20,60741.25,34.241001,108.929604,东区B区停车场
428,直流快充-0428号桩,西安邮电大学西区,直流快充,71.0,1.20,0.51,0,2025-02-24,特来电,029-5231-9654,504,16102.80,27535.79,34.235901,108.925102,西区宿舍停车场
429,双枪充电-0429号桩,西安邮电大学雁塔校区,双枪充电,148.0,0.94,0.49,1,2025-07-03,特来电,029-7070-7306,399,19487.16,27866.64,34.225201,108.960106,雁塔校区北门停车场
430,交流慢充-0430号桩,西安邮电大学东区,交流慢充,9.0,1.51,0.56,0,2023-11-27,特来电,029-6474-1247,576,2747.52,5687.37,34.238300,108.928505,东区B区停车场
431,直流快充-0431号桩,西安邮电大学西区,直流快充,145.0,0.80,0.40,0,2021-05-28,国家电网,029-2771-6458,360,38106.00,45727.20,34.238300,108.933105,西区行政楼停车场
432,直流快充-0432号桩,西安邮电大学雁塔校区,直流快充,162.0,1.32,0.35,1,2021-04-04,特来电,029-9739-3105,204,11566.80,19316.56,34.223400,108.961899,雁塔校区南门停车场
433,直流快充-0433号桩,西安邮电大学东区,直流快充,75.0,1.47,0.41,0,2021-01-16,校园能源管理中心,029-2466-4247,105,5355.00,10067.40,34.239002,108.927200,东区行政楼停车场
434,交流慢充-0434号桩,西安邮电大学西区,交流慢充,12.0,0.88,0.52,0,2022-11-25,校园能源管理中心,029-8682-0787,515,4326.00,6056.40,34.235001,108.932205,西区行政楼停车场
435,直流快充-0435号桩,西安邮电大学雁塔校区,直流快充,73.0,0.96,0.36,0,2023-09-19,特来电,029-0084-7481,120,5694.00,7516.08,34.229603,108.957199,雁塔校区北门停车场
436,交流慢充-0436号桩,西安邮电大学东区,交流慢充,18.0,1.37,0.34,0,2023-05-24,云快充,029-4736-0654,390,3720.60,6362.23,34.235802,108.935905,东区行政楼停车场
437,双枪充电-0437号桩,西安邮电大学西区,双枪充电,224.0,1.27,0.64,1,2023-08-17,校园能源管理中心,029-0095-5911,352,54405.12,103913.78,34.241100,108.924606,西区实验楼停车场
438,双枪充电-0438号桩,西安邮电大学雁塔校区,双枪充电,159.0,1.44,0.31,1,2025-03-26,星星充电,029-2644-3082,372,21293.28,37263.24,34.222103,108.959206,雁塔校区南门停车场
439,双枪充电-0439号桩,西安邮电大学东区,双枪充电,215.0,1.53,0.46,2,2025-02-09,云快充,029-1982-6698,335,23768.25,47298.82,34.237003,108.930603,东区体育场停车场
440,双枪充电-0440号桩,西安邮电大学西区,双枪充电,220.0,1.18,0.65,0,2022-07-23,国家电网,029-4926-9246,190,14630.00,26772.90,34.239002,108.924706,西区宿舍停车场
441,双枪充电-0441号桩,西安邮电大学雁塔校区,双枪充电,232.0,1.48,0.38,1,2023-07-25,星星充电,029-6838-3337,262,40725.28,75749.02,34.224102,108.959000,雁塔校区南门停车场
442,双枪充电-0442号桩,西安邮电大学东区,双枪充电,190.0,1.13,0.57,1,2024-11-23,特来电,029-5719-0498,499,56886.00,96706.21,34.240601,108.931602,东区体育场停车场
443,双枪充电-0443号桩,西安邮电大学西区,双枪充电,208.0,1.38,0.32,1,2022-03-07,特来电,029-3537-7805,284,18312.32,31130.95,34.241600,108.930702,西区宿舍停车场
444,双枪充电-0444号桩,西安邮电大学雁塔校区,双枪充电,188.0,1.23,0.62,0,2025-10-21,国家电网,029-1398-1135,212,26304.96,48664.18,34.220901,108.955200,雁塔校区北门停车场
445,交流慢充-0445号桩,西安邮电大学东区,交流慢充,11.0,0.82,0.68,0,2023-03-04,国家电网,029-7030-1182,241,1139.93,1709.90,34.234303,108.929504,东区体育场停车场
446,直流快充-0446号桩,西安邮电大学西区,直流快充,97.0,0.91,0.42,0,2024-03-15,云快充,029-9955-4557,233,11526.51,15330.26,34.243401,108.927406,西区实验楼停车场
447,直流快充-0447号桩,西安邮电大学雁塔校区,直流快充,173.0,1.15,0.33,0,2022-09-19,星星充电,029-7277-6419,167,9822.94,14537.95,34.220200,108.958603,雁塔校区实验楼停车场
448,直流快充-0448号桩,西安邮电大学东区,直流快充,84.0,1.36,0.43,0,2022-08-03,云快充,029-1622-8804,321,12133.80,21719.50,34.236603,108.930199,东区体育场停车场
449,直流快充-0449号桩,西安邮电大学西区,直流快充,120.0,1.51,0.49,1,2024-06-10,特来电,029-3087-2180,516,37152.00,74304.00,34.240101,108.924706,西区2号停车场
450,直流快充-0450号桩,西安邮电大学雁塔校区,直流快充,136.0,1.08,0.66,0,2022-04-22,国家电网,029-5480-2090,60,4324.80,7525.15,34.226200,108.958206,雁塔校区地下停车场
451,直流快充-0451号桩,西安邮电大学东区,直流快充,86.0,1.01,0.58,1,2022-02-27,云快充,029-3811-6235,232,15363.04,24427.23,34.233303,108.934204,东区A区停车场
452,双枪充电-0452号桩,西安邮电大学西区,双枪充电,167.0,1.26,0.47,0,2023-03-16,国家电网,029-3921-0042,291,29158.20,50443.69,34.236603,108.929207,西区实验楼停车场
453,直流快充-0453号桩,西安邮电大学雁塔校区,直流快充,85.0,1.17,0.69,0,2025-06-20,云快充,029-9346-3757,388,15500.60,28831.12,34.229202,108.959602,雁塔校区北门停车场
454,交流慢充-0454号桩,西安邮电大学东区,交流慢充,17.0,1.02,0.58,1,2023-01-04,特来电,029-7111-4618,14,180.88,289.41,34.234703,108.930702,东区体育场停车场
455,双枪充电-0455号桩,西安邮电大学西区,双枪充电,142.0,1.27,0.41,0,2023-12-03,云快充,029-0130-7333,543,25444.98,42747.57,34.239902,108.926903,西区2号停车场
456,交流慢充-0456号桩,西安邮电大学雁塔校区,交流慢充,16.0,1.56,0.67,0,2023-02-08,云快充,029-5764-6258,316,3792.00,8456.16,34.223900,108.957100,雁塔校区地下停车场
457,直流快充-0457号桩,西安邮电大学东区,直流快充,140.0,1.55,0.64,0,2023-06-12,云快充,029-2685-1416,450,24570.00,53808.30,34.239502,108.935104,东区B区停车场
458,直流快充-0458号桩,西安邮电大学西区,直流快充,71.0,1.20,0.65,0,2022-10-10,星星充电,029-2207-1740,214,11851.32,21924.94,34.240303,108.925201,西区行政楼停车场
459,直流快充-0459号桩,西安邮电大学雁塔校区,直流快充,62.0,0.81,0.40,0,2021-03-17,星星充电,029-6842-6177,517,14424.30,17453.40,34.222202,108.959305,雁塔校区北门停车场
460,直流快充-0460号桩,西安邮电大学东区,直流快充,164.0,1.14,0.61,1,2021-09-07,云快充,029-1008-8013,444,33495.36,58616.88,34.242001,108.935501,东区行政楼停车场
461,直流快充-0461号桩,西安邮电大学西区,直流快充,106.0,1.05,0.34,1,2025-10-08,特来电,029-0210-2582,375,25042.50,34809.07,34.234600,108.928101,西区实验楼停车场
462,双枪充电-0462号桩,西安邮电大学雁塔校区,双枪充电,138.0,0.82,0.39,0,2024-07-11,国家电网,029-0048-9439,365,19140.60,23160.13,34.227200,108.961006,雁塔校区学生服务中心
463,直流快充-0463号桩,西安邮电大学东区,直流快充,101.0,1.55,0.46,0,2025-05-15,云快充,029-3708-2847,449,21767.52,43752.72,34.242203,108.932999,东区行政楼停车场
464,双枪充电-0464号桩,西安邮电大学西区,双枪充电,124.0,1.28,0.47,1,2022-09-09,星星充电,029-8822-2250,129,9117.72,15956.01,34.236500,108.928207,西区行政楼停车场
465,交流慢充-0465号桩,西安邮电大学雁塔校区,交流慢充,17.0,1.59,0.68,0,2025-03-28,星星充电,029-4336-5525,18,205.02,465.40,34.223701,108.955200,雁塔校区南门停车场
466,双枪充电-0466号桩,西安邮电大学东区,双枪充电,172.0,1.17,0.37,1,2025-05-07,国家电网,029-9067-2854,81,6826.68,10513.09,34.242603,108.930099,东区A区停车场
467,直流快充-0467号桩,西安邮电大学西区,直流快充,78.0,1.57,0.68,0,2021-12-12,国家电网,029-4103-6576,355,13568.10,30528.23,34.237301,108.929100,西区行政楼停车场
468,双枪充电-0468号桩,西安邮电大学雁塔校区,双枪充电,144.0,1.19,0.40,0,2023-04-23,特来电,029-5829-9530,21,1693.44,2692.57,34.228600,108.959099,雁塔校区实验楼停车场
469,双枪充电-0469号桩,西安邮电大学东区,双枪充电,121.0,1.10,0.53,2,2022-12-26,国家电网,029-1096-9367,388,30985.68,50506.66,34.239700,108.932404,东区行政楼停车场
470,双枪充电-0470号桩,西安邮电大学西区,双枪充电,177.0,1.11,0.50,2,2022-07-26,云快充,029-3006-7966,36,2230.20,3590.62,34.236401,108.924301,西区2号停车场
471,直流快充-0471号桩,西安邮电大学雁塔校区,直流快充,165.0,1.20,0.48,0,2024-11-28,特来电,029-2251-4675,68,4039.20,6785.86,34.228001,108.955299,雁塔校区地下停车场
472,直流快充-0472号桩,西安邮电大学东区,直流快充,154.0,1.18,0.57,0,2024-12-16,特来电,029-6734-1259,543,54354.30,95120.02,34.240101,108.927704,东区行政楼停车场
473,直流快充-0473号桩,西安邮电大学西区,直流快充,75.0,1.33,0.53,0,2021-05-12,星星充电,029-1208-5147,371,20590.50,38298.33,34.241203,108.931602,西区行政楼停车场
474,直流快充-0474号桩,西安邮电大学雁塔校区,直流快充,138.0,0.98,0.54,0,2022-05-13,星星充电,029-4763-7145,214,17423.88,26484.30,34.224102,108.954605,雁塔校区北门停车场
475,交流慢充-0475号桩,西安邮电大学东区,交流慢充,9.0,0.91,0.36,1,2025-06-03,星星充电,029-8760-3608,67,404.01,513.09,34.234501,108.928001,东区体育场停车场
476,交流慢充-0476号桩,西安邮电大学西区,交流慢充,10.0,1.57,0.57,1,2022-01-16,校园能源管理中心,029-2623-7999,175,892.50,1909.95,34.238201,108.926605,西区实验楼停车场
477,双枪充电-0477号桩,西安邮电大学雁塔校区,双枪充电,232.0,0.84,0.45,0,2021-10-25,国家电网,029-0706-7522,377,46355.92,59799.13,34.229202,108.957703,雁塔校区南门停车场
478,双枪充电-0478号桩,西安邮电大学东区,双枪充电,157.0,1.42,0.33,2,2022-03-03,国家电网,029-6385-6374,549,52577.73,92011.03,34.234802,108.928299,东区B区停车场
479,直流快充-0479号桩,西安邮电大学西区,直流快充,153.0,1.03,0.55,0,2024-09-22,特来电,029-6158-6224,552,38005.20,60048.21,34.242901,108.933502,西区1号停车场
480,直流快充-0480号桩,西安邮电大学雁塔校区,直流快充,160.0,1.56,0.31,0,2021-01-20,云快充,029-8202-3925,310,24304.00,45448.48,34.222801,108.960800,雁塔校区南门停车场
